Index	Filename	Homozygous (aa) min	Homozygous (aa) max	Heterozygous (ab) min	Heterozygous (ab) max	Genome Haploid Length min	Genome Haploid Length max	Genome Repeat Length min	Genome Repeat Length max	Genome Unique Length min	Genome Unique Length max	Model Fit min	Model Fit max	Read Error Rate min	Read Error Rate max
0013	sample_0013_summary.txt	94.57	96.8887	3.11127	5.43004	50939309	54382490	42835875	45731314	8103434	8651176	32.0451	85.4065	3.30745	3.30745
0014	sample_0014_summary.txt	94.5185	96.9826	3.01737	5.48148	55035584	58906549	46480216	49749433	8555368	9157116	31.53	85.5121	3.26717	3.26717
0015	sample_0015_summary.txt	94.5464	97.0196	2.98035	5.45357	59360337	63605380	50348852	53949455	9011486	9655925	31.0161	85.6633	3.22856	3.22856
0016	sample_0016_summary.txt	94.6349	97.0109	2.98914	5.36507	63925746	68485273	54466974	58351851	9458772	10133422	30.7551	86.6027	3.19004	3.19004
0017	sample_0017_summary.txt	94.8026	96.9534	3.04655	5.19738	68724488	73515627	58787007	62885353	9937481	10630274	30.1823	86.5823	3.15474	3.15474
0018	sample_0018_summary.txt	94.9848	96.885	3.11502	5.01516	73723658	78698983	63291283	67562567	10432375	11136416	29.6182	86.5207	3.12084	3.12084
0019	sample_0019_summary.txt	95.1521	96.8246	3.17544	4.84785	78834260	83968351	67889358	72310661	10944902	11657690	29.0684	86.3856	3.08876	3.08876
0020	sample_0020_summary.txt	95.2773	96.7817	3.21829	4.72267	84014241	89316918	72557753	77137337	11456489	12179581	28.5156	86.1031	3.05833	3.05833
0021	sample_0021_summary.txt	95.3756	96.7481	3.25194	4.62441	89233170	94705253	77249791	81987011	11983379	12718241	28.2708	86.6977	3.02938	3.02938
0022	sample_0022_summary.txt	95.0084	96.0107	3.98933	4.99162	218060594	228234488	190337768	199218218	27722826	29016270	22.1459	82.0851	2.43278	2.43278
0023	sample_0023_summary.txt	94.8152	95.8926	4.10744	5.18483	234294689	245135567	204049678	213491110	30245012	31644456	21.813	81.1889	2.37822	2.37822
0024	sample_0024_summary.txt	94.6011	95.7708	4.22924	5.39891	252072161	263664155	218956590	229025705	33115570	34638450	22.1832	81.6007	2.31203	2.31203
0025	sample_0025_summary.txt	94.3595	95.6445	4.35551	5.64046	270816656	283225807	234343986	245081914	36472670	38143893	21.9829	80.7264	2.25126	2.25126
0026	sample_0026_summary.txt	94.0881	95.5141	4.48585	5.91185	291497808	304801796	251016015	262472411	40481793	42329386	21.7851	79.6694	2.184	2.184
0027	sample_0027_summary.txt	93.7645	95.3726	4.62743	6.23545	316620523	330929640	271072558	283323214	45547964	47606426	22.2719	78.597	2.08538	2.08538
0028	sample_0028_summary.txt	93.3742	95.2225	4.7775	6.62582	343510526	358666925	291585391	304450745	51925135	54216180	22.2189	77.4351	1.99505	1.99505
0029	sample_0029_summary.txt	92.9093	95.0753	4.92471	7.09073	375912152	391826078	316125913	329508839	59786239	62317240	23.0188	75.5649	1.85527	1.85527
0030	sample_0030_summary.txt	92.3673	94.9534	5.04662	7.63267	406088051	422386850	337039231	350566679	69048820	71820172	23.3786	75.2252	1.75045	1.75045
0031	sample_0031_summary.txt	91.7578	94.8751	5.1249	8.24215	436309809	452794782	356691903	370168695	79617906	82626087	23.8497	75.1135	1.64258	1.64258
0032	sample_0032_summary.txt	91.0908	94.8578	5.14218	8.90924	466088397	482705868	374810053	388173173	91278344	94532695	24.3853	75.1476	1.534	1.534
0033	sample_0033_summary.txt	90.3968	94.9043	5.0957	9.60319	500047200	516952231	396491916	409896067	103555284	107056164	26.0566	74.7925	1.37714	1.37714
0034	sample_0034_summary.txt	89.6912	95.0136	4.98636	10.3088	526894932	543917410	410751306	424021513	116143626	119895896	26.9242	75.7868	1.28182	1.28182
0035	sample_0035_summary.txt	89.012	95.1664	4.8336	10.988	551878712	569020597	423305000	436453261	128573713	132567336	27.8403	76.9141	1.19396	1.19396
0036	sample_0036_summary.txt	89.7716	94.9838	5.0162	10.2284	525622432	542459741	409832603	422960806	115789829	119498935	26.7148	75.6416	1.2975	1.2975
0037	sample_0037_summary.txt	89.0962	95.1308	4.86924	10.9038	549908301	566794472	421992847	434951087	127915453	131843385	27.5674	76.6467	1.21071	1.21071
0038	sample_0038_summary.txt	88.4419	95.3165	4.68351	11.5581	572454730	589400255	432763218	445573663	139691513	143826592	28.4437	77.7264	1.13113	1.13113
0039	sample_0039_summary.txt	87.8226	95.5255	4.4745	12.1774	593189484	610169659	442244851	454904204	150944633	155265455	29.3283	78.8436	1.05917	1.05917
0040	sample_0040_summary.txt	87.2578	95.7385	4.26148	12.7422	608290633	625157930	446831506	459221702	161459127	165936228	28.7948	79.2187	1.0243	1.0243
0041	sample_0041_summary.txt	86.7256	95.9641	4.03593	13.2744	625815174	642619611	454540818	466746182	171274357	175873429	29.6354	80.1929	0.964153	0.964153
0042	sample_0042_summary.txt	86.2412	96.1818	3.81821	13.7588	641787359	658481567	461363478	473364490	180423882	185117078	30.4694	81.1711	0.910575	0.910575
0043	sample_0043_summary.txt	85.8002	96.3967	3.60326	14.1998	655868451	672336661	467277058	479009924	188591393	193326737	31.2743	82.1045	0.864442	0.864442
0044	sample_0044_summary.txt	85.4108	96.5913	3.40875	14.5892	668426501	684578582	472411234	483826736	196015268	200751846	32.0595	83.0263	0.82415	0.82415
0045	sample_0045_summary.txt	99.1514	99.2871	0.712923	0.848572	1537790589	1558334164	1009792922	1023282898	527997667	535051267	40.8798	98.2164	0.408368	0.408368
0046	sample_0046_summary.txt	99.1553	99.2836	0.716422	0.844713	1535692761	1555451113	1007348367	1020308995	528344394	535142118	41.0132	98.2439	0.408872	0.408872
0047	sample_0047_summary.txt	99.1581	99.2799	0.720118	0.841929	1533324432	1552363455	1004698164	1017173326	528626268	535190128	40.74	97.9508	0.410142	0.410142
0048	sample_0048_summary.txt	99.1609	99.2771	0.722912	0.839134	1531300578	1549701333	1002377988	1014422985	528922590	535278348	40.8768	98.0909	0.410674	0.410674
0049	sample_0049_summary.txt	99.1627	99.2741	0.725948	0.837267	1529060903	1546882670	999865329	1011519127	529195574	535363543	41.0117	98.1952	0.411168	0.411168
0050	sample_0050_summary.txt	99.1689	99.2949	0.705128	0.831082	1527165807	1545145017	997733103	1009479341	529432704	535665676	41.1179	98.2101	0.413034	0.413034
0051	sample_0051_summary.txt	99.1712	99.2907	0.709287	0.828791	1525191394	1542557595	995526436	1006861743	529664957	535695852	41.2405	98.2592	0.413403	0.413403
0052	sample_0052_summary.txt	99.1729	99.2868	0.713186	0.827079	1522862017	1539678945	992982761	1003948245	529879256	535730700	40.9876	97.907	0.414631	0.414631
0053	sample_0053_summary.txt	99.1741	99.283	0.716965	0.82588	1520780248	1537092071	990730265	1001356795	530049983	535735277	41.122	98.0618	0.415015	0.415015
0054	sample_0054_summary.txt	99.1758	99.2805	0.71952	0.824169	1518877498	1534744959	988609236	998937073	530268262	535807886	41.2394	98.1603	0.415441	0.415441
0055	sample_0055_summary.txt	99.1768	99.2777	0.722307	0.823176	1516953648	1532414831	986487912	996542452	530465736	535872380	41.3584	98.2424	0.415814	0.415814
0056	sample_0056_summary.txt	99.2362	99.6663	0.333748	0.763778	1512735973	1538757095	988091170	1005087686	524644802	533669408	40.8496	96.6874	0.441088	0.441088
0057	sample_0057_summary.txt	99.2266	99.6029	0.397115	0.773382	1511732752	1535449757	985673976	1001137843	526058776	534311914	41.0496	96.9437	0.436332	0.436332
0058	sample_0058_summary.txt	99.2189	99.5509	0.449125	0.781124	1508681792	1530461943	981490934	995660271	527190858	534801672	40.9985	97.1194	0.438332	0.438332
0059	sample_0059_summary.txt	99.2138	99.5092	0.490769	0.786179	1507479222	1527681012	979413724	992538887	528065498	535142125	41.1614	97.3485	0.434996	0.434996
0060	sample_0060_summary.txt	99.2117	99.4767	0.523274	0.788334	1506196527	1525084026	977453280	989710411	528743247	535373615	41.3067	97.5205	0.432653	0.432653
0061	sample_0061_summary.txt	99.2101	99.4495	0.550483	0.789908	1504817660	1522591609	975499250	987021227	529318410	535570382	41.4443	97.6572	0.4308	0.4308
0062	sample_0062_summary.txt	99.2097	99.4275	0.572519	0.790295	1503397385	1520231677	973603098	984505019	529794287	535726659	41.5696	97.7508	0.429463	0.429463
0063	sample_0063_summary.txt	99.2329	99.5238	0.476241	0.767145	1499546360	1518121543	971556708	983591576	527989653	534529967	41.2338	97.1243	0.441021	0.441021
0064	sample_0064_summary.txt	99.2274	99.489	0.511026	0.772636	1498405943	1515826559	969658161	980931503	528747783	534895057	41.3812	97.3338	0.438029	0.438029
0065	sample_0065_summary.txt	99.2234	99.4603	0.539706	0.776558	1497061276	1513501488	967721149	978348330	529340127	535153158	41.5248	97.5134	0.435763	0.435763
0066	sample_0066_summary.txt	99.2208	99.4366	0.563428	0.779246	1495719692	1511330372	965872314	975953028	529847379	535377344	41.6581	97.6541	0.434016	0.434016
0067	sample_0067_summary.txt	99.2191	99.4169	0.58313	0.780905	1494173504	1509070282	963915228	973525378	530258276	535544904	41.7846	97.7619	0.432734	0.432734
0068	sample_0068_summary.txt	99.2185	99.4008	0.599227	0.781532	1491734807	1506006520	961148761	970344256	530586046	535662264	41.6439	97.566	0.434713	0.434713
0069	sample_0069_summary.txt	99.2172	99.386	0.613988	0.78275	1490309179	1504038361	959429482	968268039	530879697	535770323	41.759	97.7089	0.433675	0.433675
0070	sample_0070_summary.txt	99.2163	99.3732	0.626755	0.783683	1488863100	1502108872	957741788	966262403	531121312	535846469	41.8689	97.8265	0.43287	0.43287
0071	sample_0071_summary.txt	99.2156	99.3623	0.637706	0.784352	1487434160	1500261206	956075703	964320523	531358456	535940682	41.9808	97.9344	0.432247	0.432247
0072	sample_0072_summary.txt	99.2149	99.3525	0.647507	0.785052	1485936990	1498383560	954384018	962378170	531552973	536005389	42.0827	98.003	0.431753	0.431753
0073	sample_0073_summary.txt	99.2144	99.3439	0.656062	0.785585	1483811299	1495912027	952105454	959870032	531705845	536041995	41.9134	97.6949	0.433297	0.433297
0074	sample_0074_summary.txt	99.222	99.3789	0.62115	0.77797	1481782010	1494260156	950653608	958659100	531128402	535601055	41.9567	97.6605	0.436455	0.436455
0075	sample_0075_summary.txt	99.2198	99.3667	0.633282	0.780153	1480388256	1492525025	949028674	956809162	531359582	535715864	42.0606	97.7752	0.435552	0.435552
0076	sample_0076_summary.txt	99.2181	99.3562	0.643824	0.781942	1478981995	1490815973	947426689	955007462	531555306	535808511	42.1623	97.8726	0.434847	0.434847
0077	sample_0077_summary.txt	99.2172	99.3477	0.652312	0.782784	1477602830	1489170082	945864567	953269165	531738263	535900917	42.2548	97.9367	0.43438	0.43438
0078	sample_0078_summary.txt	99.216	99.3396	0.660438	0.784027	1475642608	1486957307	943763524	950999964	531879084	535957343	42.0912	97.6101	0.435744	0.435744
0079	sample_0079_summary.txt	99.2149	99.3324	0.667592	0.785096	1474265317	1485358550	942255048	949345126	532010268	536013425	42.1831	97.7203	0.435334	0.435334
0080	sample_0080_summary.txt	99.2139	99.3259	0.674087	0.786128	1472918634	1483806367	940796648	947750964	532121987	536055403	42.2722	97.8132	0.435013	0.435013
0081	sample_0081_summary.txt	99.213	99.3202	0.679787	0.786969	1471598053	1482300716	939366046	946197883	532232007	536102833	42.3592	97.8921	0.434754	0.434754
0082	sample_0082_summary.txt	99.212	99.3147	0.685251	0.788032	1470238506	1480766677	937925436	944641788	532313070	536124889	42.4356	97.9329	0.434535	0.434535
0083	sample_0083_summary.txt	99.211	99.3098	0.6902	0.78904	1468580958	1478947271	936184787	942793060	532396171	536154211	42.2639	97.5641	0.435587	0.435587
0084	sample_0084_summary.txt	99.2104	99.3056	0.694352	0.789643	1467241963	1477459547	934768086	941277626	532473877	536181920	42.3482	97.6678	0.435502	0.435502
0085	sample_0085_summary.txt	99.2098	99.3019	0.698079	0.790187	1465960735	1476042391	933405555	939824741	532555179	536217650	42.4301	97.7562	0.435428	0.435428
0086	sample_0086_summary.txt	99.2136	99.3172	0.682777	0.786434	1464579168	1474715505	932238934	938690950	532340234	536024555	42.4854	97.7683	0.436896	0.436896
0087	sample_0087_summary.txt	99.2128	99.3125	0.687526	0.787207	1463370931	1473361111	930930683	937285986	532440248	536075125	42.5655	97.8319	0.436703	0.436703
0088	sample_0088_summary.txt	99.2123	99.3084	0.691581	0.787692	1461831043	1471684746	929300604	935564701	532530439	536120045	42.3959	97.4429	0.437761	0.437761
0089	sample_0089_summary.txt	99.3106	99.6308	0.369184	0.689391	1454844690	1468077296	930833015	939299449	524011675	528777847	41.8587	96.0187	0.469784	0.469784
0090	sample_0090_summary.txt	99.2931	99.5846	0.415397	0.706898	1454814259	1467405230	929392674	937436282	525421585	529968948	42.0118	96.2888	0.464238	0.464238
0091	sample_0091_summary.txt	99.2796	99.5464	0.453623	0.720365	1454517028	1466558779	927975538	935658123	526541490	530900656	42.1515	96.5152	0.459879	0.459879
0092	sample_0092_summary.txt	99.2683	99.5135	0.486522	0.731706	1454011101	1465581186	926524457	933897142	527486644	531684044	42.2795	96.7032	0.456319	0.456319
0093	sample_0093_summary.txt	99.2599	99.4864	0.513619	0.740079	1453343233	1464508243	925105299	932212230	528237934	532296013	42.3946	96.8479	0.453552	0.453552
0094	sample_0094_summary.txt	99.252	99.4618	0.538151	0.748016	1451400094	1462197329	922497032	929359658	528903062	532837670	42.332	96.7528	0.45487	0.45487
0095	sample_0095_summary.txt	99.2453	99.4405	0.559508	0.754708	1450559317	1461041497	921094659	927750767	529464658	533290730	42.4405	96.9098	0.452556	0.452556
0096	sample_0096_summary.txt	99.2402	99.4225	0.577453	0.759759	1449661229	1459869565	919731537	926208173	529929692	533661392	42.5406	97.0396	0.450737	0.450737
0097	sample_0097_summary.txt	99.2589	99.4839	0.516146	0.74106	1447399134	1458076661	919250428	926031778	528148707	532044883	42.4674	96.7302	0.456256	0.456256
0098	sample_0098_summary.txt	99.2517	99.4607	0.539262	0.748251	1446634627	1456994288	917823324	924396053	528811304	532598235	42.5784	96.8686	0.453899	0.453899
0099	sample_0099_summary.txt	99.2451	99.4398	0.560181	0.754937	1444741412	1454808877	915362609	921741177	529378803	533067700	42.5066	96.7203	0.455137	0.455137
0100	sample_0100_summary.txt	99.239	99.4211	0.578924	0.761045	1443866966	1453683475	913990754	920204760	529876212	533478715	42.6056	96.8583	0.453108	0.453108
