Index	Filename	Homozygous (aa) min	Homozygous (aa) max	Heterozygous (ab) min	Heterozygous (ab) max	Genome Haploid Length min	Genome Haploid Length max	Genome Repeat Length min	Genome Repeat Length max	Genome Unique Length min	Genome Unique Length max	Model Fit min	Model Fit max	Read Error Rate min	Read Error Rate max
0057	sample_0057_summary.txt	95.9045	95.9744	4.02559	4.09551	734644227	739137586	340192034	342272776	394452193	396864810	64.8268	96.5733	0.229953	0.229953
0058	sample_0058_summary.txt	95.9065	95.9757	4.02433	4.09354	733535249	737834862	339139545	341127410	394395704	396707452	64.9315	96.7659	0.230428	0.230428
0059	sample_0059_summary.txt	95.9082	95.9768	4.02325	4.09181	732467048	736586564	338122717	340024375	394344331	396562189	65.0261	96.5252	0.23085	0.23085
0060	sample_0060_summary.txt	95.9099	95.9778	4.02216	4.0901	731449280	735400701	337176860	338998351	394272420	396402351	65.0302	96.6969	0.231294	0.231294
0061	sample_0061_summary.txt	95.912	95.9793	4.02065	4.08802	730528745	734326056	336329389	338077640	394199356	396248416	65.1144	96.861	0.231726	0.231726
0062	sample_0062_summary.txt	95.9102	95.9775	4.02246	4.0898	730088221	733971701	335559833	337344741	394528387	396626960	65.2019	96.6319	0.231837	0.231837
0063	sample_0063_summary.txt	95.9122	95.9789	4.02106	4.08783	729171718	732908363	334708945	336424163	394462773	396484200	65.1987	96.7875	0.232222	0.232222
0064	sample_0064_summary.txt	95.9138	95.98	4.01999	4.08623	728278397	731879426	333881704	335532608	394396693	396346818	65.2835	96.5689	0.23265	0.23265
0065	sample_0065_summary.txt	95.915	95.9807	4.01925	4.08502	727434450	730910740	333132356	334724341	394302094	396186399	65.3544	96.7242	0.233026	0.233026
0066	sample_0066_summary.txt	95.9165	95.9818	4.01816	4.08347	726608313	729970877	332372551	333910689	394235762	396060188	65.3436	96.4889	0.233399	0.233399
0067	sample_0067_summary.txt	95.9177	95.9826	4.01739	4.08227	725826033	729085065	331664484	333153691	394161549	395931374	65.4259	96.6539	0.233752	0.233752
0068	sample_0068_summary.txt	95.9161	95.981	4.01904	4.08386	725490225	728807681	331077094	332591014	394413131	396216667	65.4892	96.43	0.233826	0.233826
0069	sample_0069_summary.txt	95.9173	95.9818	4.01821	4.08265	724717269	727938957	330379253	331847934	394338017	396091023	65.4765	96.5742	0.234127	0.234127
0070	sample_0070_summary.txt	95.9187	95.9828	4.01719	4.08128	723933790	727068796	329685324	331113031	394248466	395955765	65.5491	96.3645	0.23453	0.23453
0071	sample_0071_summary.txt	95.92	95.9838	4.01625	4.08001	723235367	726291191	329062054	330452412	394173312	395838779	65.6179	96.5218	0.234853	0.234853
0072	sample_0072_summary.txt	95.9209	95.9844	4.0156	4.07907	722623085	725608226	328495635	329852643	394127451	395755582	65.5963	96.3026	0.235118	0.235118
0073	sample_0073_summary.txt	95.9218	95.985	4.01499	4.07817	721995449	724914569	327925684	329251530	394069764	395663039	65.6624	96.4541	0.235444	0.235444
0074	sample_0074_summary.txt	95.9204	95.9835	4.01647	4.07961	721642818	724604253	327384679	328728181	394258139	395876072	65.7277	96.2606	0.235525	0.235525
0075	sample_0075_summary.txt	95.9213	95.9842	4.0158	4.07866	721075850	723971695	326884223	328196993	394191627	395774703	65.7848	96.4071	0.235784	0.235784
0076	sample_0076_summary.txt	95.9222	95.9848	4.01521	4.07779	720504934	723339474	326380147	327664160	394124787	395675314	65.7675	96.5386	0.236087	0.236087
0077	sample_0077_summary.txt	95.9232	95.9855	4.01449	4.07682	719955193	722734582	325874462	327132501	394080731	395602081	65.8262	96.3472	0.23635	0.23635
0078	sample_0078_summary.txt	95.9238	95.9859	4.01412	4.0762	719442313	722170622	325410255	326644294	394032058	395526328	65.8827	96.4879	0.236563	0.236563
0079	sample_0079_summary.txt	95.9243	95.9862	4.01382	4.07568	718927038	721608658	324935817	326147837	393991221	395460820	65.8602	96.2874	0.236836	0.236836
0080	sample_0080_summary.txt	95.9235	95.9853	4.01472	4.0765	718624283	721329592	324484856	325706400	394139428	395623192	65.9194	96.4299	0.236911	0.236911
0081	sample_0081_summary.txt	95.924	95.9856	4.01443	4.076	718124044	720782809	324036174	325235878	394087870	395546932	65.9714	96.2446	0.237133	0.237133
0082	sample_0082_summary.txt	95.9247	95.986	4.01399	4.07535	717622816	720238100	323576664	324755898	394046152	395482202	65.9503	96.3654	0.237382	0.237382
0083	sample_0083_summary.txt	95.9251	95.9863	4.01374	4.0749	717147591	719722393	323149970	324310187	393997621	395412205	65.9991	96.1786	0.237634	0.237634
0084	sample_0084_summary.txt	95.9255	95.9865	4.01348	4.07445	716709031	719247212	322737084	323880038	393971947	395367174	66.0493	96.3086	0.237825	0.237825
0085	sample_0085_summary.txt	95.926	95.9868	4.01318	4.07395	716246862	718750007	322303666	323430055	393943197	395319952	66.0252	96.1168	0.238049	0.238049
0086	sample_0086_summary.txt	95.9254	95.9861	4.01385	4.07456	715958979	718474656	321892706	323023745	394066273	395450911	66.0757	96.2449	0.238129	0.238129
0087	sample_0087_summary.txt	95.9258	95.9863	4.01366	4.07418	715513108	717993741	321491512	322606100	394021596	395387641	66.1262	96.0743	0.238347	0.238347
0088	sample_0088_summary.txt	95.9263	95.9866	4.01338	4.07372	715091398	717539802	321098022	322197430	393993377	395342372	66.1714	96.1997	0.238538	0.238538
0089	sample_0089_summary.txt	95.9266	95.9868	4.01319	4.07337	714662015	717081054	320682515	321767984	393979500	395313070	66.1528	96.3091	0.238744	0.238744
0090	sample_0090_summary.txt	95.927	95.987	4.01302	4.07305	714250184	716641136	320292557	321364736	393957627	395276400	66.1998	96.1393	0.23895	0.23895
0091	sample_0091_summary.txt	95.9272	95.9871	4.01289	4.07277	713853744	716218790	319923511	320983439	393930233	395235350	66.2449	96.2574	0.239125	0.239125
0092	sample_0092_summary.txt	95.927	95.9868	4.0132	4.07299	713529043	715898342	319507687	320568624	394021356	395329718	66.2236	96.0796	0.239234	0.239234
0093	sample_0093_summary.txt	95.9272	95.9869	4.01311	4.07275	713144644	715488203	319150038	320198839	393994606	395289363	66.2669	96.1939	0.239434	0.239434
0094	sample_0094_summary.txt	95.9273	95.9868	4.0132	4.07272	712734848	715054581	318760753	319798221	393974095	395256360	66.3117	96.03	0.239622	0.239622
0095	sample_0095_summary.txt	95.9276	95.9869	4.01305	4.07244	712335986	714633022	318372390	319399031	393963596	395233992	66.2921	96.1352	0.239794	0.239794
0096	sample_0096_summary.txt	95.9277	95.9869	4.01308	4.07234	711947361	714223164	318004364	319020894	393942996	395202270	66.3354	95.9713	0.239989	0.239989
0097	sample_0097_summary.txt	95.9278	95.987	4.01304	4.07217	711576523	713832198	317650355	318657296	393926169	395174902	66.3811	96.0892	0.240164	0.240164
0098	sample_0098_summary.txt	95.9277	95.9868	4.0132	4.07226	711268407	713524899	317277529	318284089	393990878	395240810	66.422	95.9301	0.240247	0.240247
0099	sample_0099_summary.txt	95.9279	95.9869	4.01314	4.07207	710896331	713133237	316918431	317915646	393977900	395217591	66.4087	96.0379	0.240432	0.240432
0100	sample_0100_summary.txt	95.928	95.9868	4.0132	4.07202	710501820	712720761	316527936	317516472	393973884	395204288	66.4535	95.8843	0.240616	0.240616
